ID,Policy Start Date,Policy End Date,Gender,Age,First Transaction Date,No_Pol,Car_Category,Subject_Car_Colour,Subject_Car_Make,LGA_Name,State,ProductName,target,
ID_870UPFD,1/29/2010,1/28/2011,Male,34,1/29/2010,1,Saloon,Grey,TOYOTA,ENUGU EAST,ENUGU-EAST,Car Classic,0,
ID_886YTYK,3/14/2010,3/13/2011,Female,37,3/14/2010,2,Saloon,Gold,TOYOTA,Lekki,Lagos,Car Classic,0,
ID_895H57A,11/14/2010,11/13/2011,Male,30,11/14/2010,1,Saloon,Grey,TOYOTA,Oyo,Oyo,Car Classic,0,
ID_8AJSZBK,4/8/2010,4/7/2011,Male,20,4/8/2010,2,JEEP,Black,TOYOTA,Lagos,Lagos,Car Classic,0,
ID_8C8K4HF,2/19/2010,2/18/2011,Female,44,2/19/2010,1,JEEP,Red,Hyundai,Lagos Mainland,Lagos,Car Classic,1,
ID_8CMPRYW,1/1/2010,12/31/2010,Male,51,1/1/2010,3,JEEP,Black,TOYOTA,Victoria Island,Lagos,Customized Motor,0,
ID_8DLRZCB,1/8/2010,1/8/2011,Male,37,1/8/2010,1,JEEP,Gold,Lexus,Abuja Municipal,Abuja-Municipal,Car Classic,0,
ID_8EK3KEB,5/10/2010,5/9/2011,Female,34,5/10/2010,1,Saloon,Grey,TOYOTA,Surulere,Lagos,Car Classic,0,
ID_8EQBK6I,9/9/2010,4/29/2011,Male,45,9/9/2010,2,Saloon,Black,TOYOTA,Lagos Mainland,Lagos,Car Classic,0,
ID_8FCB72T,6/13/2010,6/12/2011,Male,34,6/13/2010,1,Saloon,As Attached,Audi,Ikoyi,Lagos,Car Classic,0,
ID_8FIFHQ0,1/25/2010,1/24/2011,Male,37,1/25/2010,2,JEEP,Brown,TOYOTA,Lagos Mainland,Lagos,Car Classic,0,
ID_8FKOGS3,7/31/2010,7/30/2011,Male,84,7/31/2010,2,Saloon,Black,TOYOTA,Oyi ,Benue,Car Classic,0,
ID_8G0S3PD,5/23/2010,5/22/2011,Male,53,5/23/2010,1,Saloon,Black,TOYOTA,Surulere,Lagos,Car Classic,0,
ID_8GBHSC0,4/30/2010,4/29/2011,Male,43,4/30/2010,2,JEEP,Green,Mercedes,Surulere,Lagos,Car Classic,0,
ID_8I8USAY,12/10/2010,12/2/2011,Male,43,12/10/2010,2,Saloon,Black,Peugeot,Jos North,Jos-North,Car Classic,0,
ID_8J23WN1,9/4/2010,9/3/2011,Female,50,9/4/2010,1,Saloon,Silver,Hyundai,Lekki,Lagos,Car Classic,0,
ID_8J3HU94,3/24/2010,3/23/2011,Female,34,3/24/2010,1,JEEP,Black,Hyundai,Ibeju/Lekki,Ibeju-Lekki,Car Plus,0,
ID_8JC97LZ,7/2/2010,12/31/2010,Male,120,7/2/2010,1,Truck,Blue,Iveco,Victoria Island,Lagos,CVTP,0,
ID_8JQG0U5,2/5/2010,2/4/2011,Male,34,2/5/2010,1,JEEP,Black,Ford,Lekki,Lagos,Car Classic,0,
ID_8K1P1EV,4/24/2010,4/23/2011,Male,43,4/24/2010,2,Saloon,As Attached,TOYOTA,Ijebu Ode,Ijebu-Ode,Car Classic,0,
ID_8K547F5,6/23/2010,6/22/2011,Male,50,6/23/2010,6,Saloon,Black,Hyundai,Eti-Osa,Eti-Osa,Customized Motor,0,
ID_8KA4D0E,1/11/2010,1/10/2011,Male,43,1/11/2010,1,Shape Of Vehicle Chasis,Black,TOYOTA,Obia/Akpor,Obia-Akpor,Car Classic,1,
ID_8KN65HY,11/4/2010,3/15/2011,Male,46,11/4/2010,4,Saloon,Black,Honda,Victoria Island,Lagos,Customized Motor,0,
ID_8LBVH4H,2/18/2010,2/17/2011,Male,33,2/18/2010,1,Saloon,As Attached,Honda,Central,Benue,Car Classic,0,
ID_8M0PZF5,1/22/2010,1/21/2011,NOT STATED,44,1/22/2010,2,Saloon,Black,TOYOTA,Lekki,Lagos,Car Classic,0,
ID_8M69SRX,3/7/2010,3/2/2011,Male,46,3/7/2010,1,Saloon,Silver,TOYOTA,Ikeja,Lagos,Car Classic,0,
ID_8MCI3WG,12/10/2010,12/9/2011,Male,42,12/10/2010,1,Saloon,Red,TOYOTA,Surulere,Lagos,Car Classic,0,
ID_8MNXRC6,12/31/2010,12/16/2011,Male,36,12/31/2010,1,Saloon,Silver,Kia,Anthony Village,Lagos,Car Classic,1,
ID_8MWF97N,2/5/2010,2/4/2011,Female,75,2/5/2010,1,JEEP,Silver,TOYOTA,Yaba,Benue,Car Classic,0,
ID_8N1XV8X,10/19/2010,10/3/2011,Male,45,10/19/2010,1,Saloon,Silver,Hyundai,Asokoro District,Abuja,Car Classic,0,
ID_8NCK8VL,10/14/2010,4/11/2011,Male,36,10/14/2010,1,Saloon,Wine,TOYOTA,Ijebu Ode,Ijebu-Ode,Car Classic,0,
ID_8NDT33F,4/10/2010,4/9/2011,Female,34,4/10/2010,1,Saloon,Ash,TOYOTA,AKUTE,Benue,Car Classic,1,
ID_8NFONPM,10/19/2010,1/18/2011,Male,36,10/19/2010,1,JEEP,Green,TOYOTA,Lagos Island,Lagos,Car Classic,0,
ID_8NKEH20,8/3/2010,8/2/2011,Female,36,8/3/2010,2,Saloon,Black,TOYOTA,Lagos,Lagos,Car Classic,0,
ID_8OGAXVK,9/26/2010,9/12/2011,Male,30,9/26/2010,1,Saloon,Silver,TOYOTA,Ajah,Lagos,Car Classic,0,
ID_8OHIMV4,7/19/2010,7/18/2011,Female,35,7/19/2010,2,Saloon,Black,TOYOTA,Sapele,Delta,Car Classic,0,
ID_8PFMFRZ,7/18/2010,7/17/2011,Female,36,7/18/2010,1,Saloon,Black,TOYOTA,Surulere,Lagos,Car Classic,1,
ID_8PKK5LZ,3/15/2010,3/14/2011,Male,39,3/15/2010,1,JEEP,Gold,Lexus,Kosofe,Benue,Car Classic,0,
ID_8PQZNNV,8/5/2010,8/3/2011,Male,46,8/5/2010,3,JEEP,Black,Range Rover,Lekki,Lagos,Car Classic,0,
ID_8PSZW1A,7/1/2010,2/3/2011,Male,28,7/1/2010,1,Saloon,Green,Kia,Lagos Island,Lagos,Car Classic,0,
ID_8QCL9XQ,5/21/2010,5/26/2011,Male,40,5/21/2010,1,Saloon,White,Mercedes,Lagos Island,Lagos,Car Classic,1,
ID_8QJP9GY,7/25/2010,7/24/2011,Female,31,7/25/2010,1,JEEP,As Attached,Hyundai,Victoria Island,Lagos,Car Classic,0,
ID_8R0YTHU,9/9/2010,4/29/2011,Male,45,9/9/2010,2,Shape Of Vehicle Chasis,Blue,Mercedes,Lagos Mainland,Lagos,Car Classic,0,
ID_8RS8QMD,3/25/2010,3/23/2011,Male,44,3/25/2010,1,Saloon,Black,Honda,Abuja Municipal,Abuja-Municipal,Car Classic,0,
ID_8SIFGEF,1/21/2010,1/20/2011,Joint Gender,73,1/21/2010,1,Saloon,White,TOYOTA,Alimosho,Lagos,Car Classic,0,
ID_8T4AN71,4/17/2010,4/16/2011,Entity,34,4/17/2010,2,Saloon,White,Kia,Surulere,Lagos,Car Classic,0,
ID_8TQVTBO,3/2/2010,3/1/2011,Male,54,3/2/2010,1,JEEP,Black,TOYOTA,Ilupeju,Lagos,Car Classic,0,
ID_8U3XAIT,8/30/2010,8/28/2011,Male,45,8/30/2010,3,JEEP,As Attached,Lexus,Owerri-Municipal,Owerri-Municipal,Car Classic,0,
ID_8UJJQ18,1/17/2010,1/16/2011,Male,51,1/17/2010,2,JEEP,Black,TOYOTA,Oshodi-Isolo,Oshodi-Isolo,Car Classic,0,
ID_8W1UHCI,7/26/2010,7/25/2011,Male,40,7/26/2010,1,Saloon,Blue,TOYOTA,Alimosho,Lagos,Car Classic,1,
ID_8W484FG,6/28/2010,6/27/2011,Entity,8,6/28/2010,2,Saloon,Black,Hyundai,Lagos Island,Lagos,Car Classic,0,
ID_8W8D58A,2/14/2010,2/10/2011,Female,6,2/14/2010,1,JEEP,Black,TOYOTA,Ifako-Ijaye ,Ifako-Ijaye,Car Classic,0,
ID_8W9YVO5,2/22/2010,2/21/2011,Male,31,2/22/2010,1,Saloon,Grey,Lexus,Ipaja,Lagos,Car Plus,0,
ID_8WB0Z9V,9/17/2010,9/16/2011,Female,66,9/17/2010,1,JEEP,Black,Range Rover,Festac,Benue,Customized Motor,0,
ID_8WDRTFV,1/29/2010,1/28/2011,Entity,33,1/29/2010,1,JEEP,Black,Ford,Eti-Osa,Eti-Osa,Car Classic,0,
ID_8WV3GXH,1/30/2010,1/29/2011,Female,53,1/30/2010,1,JEEP,Black,Lexus,Lagos Island,Lagos,Car Classic,0,
ID_8XWIYLF,2/8/2010,2/5/2011,Male,35,2/8/2010,1,JEEP,Black,Lexus,Surulere,Lagos,Car Classic,0,
ID_8Y59EYT,11/27/2010,11/26/2011,Male,54,11/27/2010,1,JEEP,Red,TOYOTA,OGUN,Ogun,Car Classic,0,
ID_8ZAANL5,8/13/2010,7/29/2011,Male,42,8/13/2010,1,Truck,Yellow,Iveco,Abeokuta,Ogun,CVTP,1,
ID_8ZXG3ZA,4/4/2010,4/3/2011,Female,42,4/4/2010,1,Saloon,Black,Volvo,Alimosho,Lagos,Car Classic,0,
ID_90CA0M8,8/5/2010,8/4/2011,Male,12,8/5/2010,2,JEEP,White,Lexus,Victoria Island,Lagos,Car Classic,0,
ID_90PH3EE,8/28/2010,8/27/2011,Male,36,8/28/2010,1,Saloon,Silver,TOYOTA,ISHERI,Benue,Car Classic,0,
ID_90VXWYJ,10/17/2010,10/16/2011,Female,30,10/17/2010,1,Saloon,Black,Kia,Ikorodu,Lagos,Car Classic,0,
ID_90X8T4G,4/5/2010,4/4/2011,Female,41,4/5/2010,2,JEEP,Grey,TOYOTA,Port-Harcourt,Port-Harcourt,Car Classic,0,
ID_91PMGXU,8/27/2010,8/25/2011,Female,31,8/27/2010,1,JEEP,Silver,Nissan,OGUN,Ogun,Car Classic,0,
ID_91UZM49,9/9/2010,5/18/2011,Male,36,9/9/2010,1,Saloon,Wine,TOYOTA,Agege,Lagos,Car Classic,0,
ID_92V8849,2/18/2010,2/17/2011,Male,49,2/18/2010,1,JEEP,Black,Land Rover,Lekki,Lagos,Car Classic,0,
ID_93C2L3T,1/15/2010,1/14/2011,Female,32,1/15/2010,1,Saloon,Black,Hyundai,Abuja Municipal,Abuja-Municipal,Car Classic,0,
ID_93W2SR6,3/15/2010,3/6/2011,Male,27,3/15/2010,2,Saloon,Black,Lexus,GBAGADA,Benue,Car Classic,0,
ID_948W9OJ,2/23/2010,2/22/2011,Entity,120,2/23/2010,3,Motorcycle,Grey,.,Lagos Island,Lagos,Motor Cycle,0,
ID_9627CPP,9/11/2010,9/10/2011,Female,30,9/11/2010,1,Saloon,Red,Hyundai,Ibeju/Lekki,Ibeju-Lekki,Car Classic,1,
ID_964HV59,7/5/2010,7/4/2011,Male,41,7/5/2010,1,JEEP,Grey,Mercedes,Victoria Island,Lagos,Car Classic,0,
ID_96CGILI,5/8/2010,4/11/2011,Female,40,5/8/2010,1,Saloon,Black,Honda,Ikeja,Lagos,Car Classic,0,
ID_98491RS,8/20/2010,8/19/2011,Female,40,8/20/2010,1,Saloon,Grey,TOYOTA,Kosofe,Benue,Car Classic,0,
ID_984IYYR,7/31/2010,7/30/2011,Male,52,7/31/2010,1,JEEP,Black,TOYOTA,Amuwo-Odofin,Amuwo-Odofin,Car Classic,0,
ID_98JIGGY,9/10/2010,8/31/2011,Male,41,9/10/2010,1,JEEP,As Attached,Lexus,Port Harcourt,Rivers,Car Classic,0,
ID_9953065,5/16/2010,5/15/2011,Male,56,5/16/2010,3,JEEP,Black,Mercedes,Surulere,Lagos,Car Classic,0,
ID_999I4GF,6/26/2010,12/31/2010,Female,27,6/26/2010,1,Saloon,Black,Honda,Ikeja,Lagos,Car Classic,0,
ID_99L00AY,2/8/2010,2/7/2011,Female,50,2/8/2010,2,JEEP,Grey,Mercedes,Surulere,Lagos,Customized Motor,0,
ID_99UWDA3,5/9/2010,5/8/2011,Male,42,5/9/2010,2,JEEP,Black,Lexus,Oshodi-Isolo,Oshodi-Isolo,Car Classic,0,
ID_9A9M18U,2/7/2010,2/6/2011,Male,57,2/7/2010,1,Saloon,Red,TOYOTA,Surulere,Lagos,Car Classic,1,
ID_9AH3X7O,11/7/2010,11/6/2011,Male,39,11/7/2010,2,Saloon,Grey,TOYOTA,Oshodi-Isolo,Oshodi-Isolo,Car Classic,0,
ID_9BE9IIE,4/15/2010,4/14/2011,Joint Gender,63,4/15/2010,1,Saloon,Green,Honda,Lagos Mainland,Lagos,Car Classic,0,
ID_9BLHBAO,1/24/2010,1/18/2011,Male,31,1/24/2010,1,Saloon,Black,Honda,Ikorodu,Lagos,Car Classic,0,
ID_9CTK9M0,1/24/2010,1/23/2011,Male,52,1/24/2010,4,JEEP,Black,Audi,Victoria Island,Lagos,Customized Motor,0,
ID_9CZVVD2,1/11/2010,1/10/2011,Male,43,1/11/2010,1,Shape Of Vehicle Chasis,Black,TOYOTA,Obia/Akpor,Obia-Akpor,Car Classic,0,
ID_9DC55M4,12/14/2010,12/11/2011,Male,83,12/14/2010,1,JEEP,Silver,TOYOTA,Ife Central,Ife-Central,Car Classic,0,
ID_9DPVBPO,8/21/2010,8/20/2011,Female,50,8/21/2010,2,JEEP,As Attached,Lexus,Surulere,Lagos,Customized Motor,0,
ID_9EBFL9O,9/9/2010,5/18/2011,Male,36,9/9/2010,1,Saloon,Wine,TOYOTA,Agege,Lagos,Car Classic,1,
ID_9EM0WNU,6/29/2010,6/27/2011,Male,40,6/29/2010,3,Saloon,Black,TOYOTA,Victoria Island,Lagos,Car Classic,0,
ID_9ERQDPJ,8/29/2010,8/28/2011,Male,47,8/29/2010,2,JEEP,Black,Lexus,Ibeju/Lekki,Ibeju-Lekki,Car Plus,1,
ID_9FHTSQY,7/3/2010,7/2/2011,Female,65,7/3/2010,2,Saloon,Black,TOYOTA,Yaba,Benue,Car Classic,0,
ID_9FR83BZ,12/6/2010,3/3/2011,Entity,5,12/6/2010,1,Truck,Blue,Iveco,Victoria Island,Lagos,CVTP,0,
ID_9G6SWT9,8/7/2010,8/6/2011,Male,30,8/7/2010,1,Saloon,Grey,TOYOTA,Ikeja,Lagos,Car Classic,0,
ID_9H8B1WH,11/26/2010,11/25/2011,Female,45,11/26/2010,1,Saloon,White,TOYOTA,Surulere,Lagos,Car Classic,0,
ID_9HAEC8B,2/19/2010,2/18/2011,Female,38,2/19/2010,1,JEEP,Black,Lexus,Agege,Lagos,Car Classic,0,
ID_9I2ABHV,2/26/2010,2/25/2011,Male,33,2/26/2010,1,Saloon,White,TOYOTA,OKOTA,Benue,Car Classic,0,
ID_9ILQLKO,8/28/2010,8/27/2011,Male,61,8/28/2010,1,JEEP,Black,TOYOTA,Surulere,Lagos,Car Classic,0,
ID_9JII2N0,9/8/2010,8/26/2011,Male,35,9/8/2010,1,Saloon,Black,TOYOTA,Surulere,Lagos,Car Classic,0,
ID_9K1VAJL,3/29/2010,3/28/2011,Male,54,3/29/2010,1,Saloon,Black,TOYOTA,Nnewi North,Nnewi-North,Car Classic,0,
ID_9KUQE24,8/5/2010,8/4/2011,Male,50,8/5/2010,1,JEEP,Grey,Jeep,Orolu,Benue,Car Classic,0,
ID_9LBKFC8,12/6/2010,3/8/2011,Male,49,12/6/2010,2,JEEP,As Attached,TOYOTA,Port Harcourt,Rivers,Car Classic,0,
ID_9LMC049,2/20/2010,2/19/2011,Male,48,2/20/2010,3,Saloon,Red,TOYOTA,Victoria Island,Lagos,Car Classic,0,
ID_9MKUSR5,5/24/2010,5/23/2011,Male,47,5/24/2010,1,Saloon,Black,TOYOTA,Shomolu,Benue,Car Classic,0,
ID_9NTXWCF,5/31/2010,5/30/2011,Male,60,5/31/2010,4,Saloon,Black,Audi,Akoka,Lagos,Customized Motor,0,
ID_9PWZC54,10/11/2010,10/9/2011,Male,34,10/11/2010,1,JEEP,Black,TOYOTA,Agege,Lagos,Car Classic,0,
ID_9QL5UTC,11/12/2010,11/11/2011,Male,40,11/12/2010,1,Saloon,Blue,TOYOTA,Ketu,Lagos,Car Classic,1,
ID_9QLCHUB,6/14/2010,6/3/2011,Male,64,6/14/2010,1,JEEP,Silver,TOYOTA,Ikorodu,Lagos,Car Classic,0,
ID_9QMU1N1,8/7/2010,2/6/2011,Female,35,8/7/2010,1,JEEP,Black,TOYOTA,Eti-Osa,Eti-Osa,Car Classic,0,
ID_9RXSM98,7/11/2010,7/10/2011,Male,51,7/11/2010,1,JEEP,Blue,TOYOTA,Ogbmosho South,Ogbmosho-South,Car Classic,0,
ID_9SFRH9M,6/21/2010,6/20/2011,Male,43,6/21/2010,4,Saloon,Black,Lexus,Obia/Akpor,Obia-Akpor,Car Classic,0,
ID_9STRBW1,11/27/2010,11/26/2011,Female,78,11/27/2010,1,Saloon,Black,Kia,Awka North,Awka-North,Car Plus,0,
ID_9TMMZU3,3/14/2010,3/13/2011,Male,43,3/14/2010,1,Saloon,Black,TOYOTA,Obia/Akpor,Obia-Akpor,Car Classic,1,
ID_9U65XZZ,2/26/2010,2/25/2011,Male,50,2/26/2010,1,Saloon,Silver,Lexus,Ketu,Lagos,Car Classic,0,
ID_9UEBUJO,3/12/2010,3/9/2011,Female,45,3/12/2010,1,Saloon,Blue,TOYOTA,Shomolu,Benue,Car Classic,0,
ID_9UOXV2E,8/26/2010,8/7/2011,Female,48,8/26/2010,1,JEEP,Grey,TOYOTA,Shomolu,Benue,Car Classic,0,
ID_9V9NU4K,1/2/2010,1/1/2011,Male,44,1/2/2010,2,Saloon,White,TOYOTA,Ojo,Benue,Car Classic,0,
ID_9VRJTMM,8/1/2010,7/31/2011,Male,38,8/1/2010,1,Saloon,Silver,TOYOTA,Oshodi-Isolo,Oshodi-Isolo,Car Classic,0,
ID_9WE5INW,6/22/2010,3/10/2011,Female,35,6/22/2010,3,Saloon,Green,TOYOTA,Amuwo-Odofin,Amuwo-Odofin,Car Classic,0,
ID_9WPDOG0,9/18/2010,5/21/2011,Male,33,9/18/2010,1,JEEP,Silver,Lexus,Surulere,Lagos,Car Classic,0,
ID_9WWLC7Z,9/4/2010,9/3/2011,Male,50,9/4/2010,2,Saloon,Black,Mercedes,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0,
ID_9X8L3JZ,1/23/2010,1/22/2011,Female,60,1/23/2010,1,Saloon,Black,Hyundai,Ikoyi,Lagos,Car Plus,0,
ID_9XEYHQ5,8/26/2010,8/25/2011,NO GENDER,20,8/26/2010,3,JEEP,Black,TOYOTA,GBAGADA,Benue,Car Classic,0,
ID_9XOPUKT,1/9/2010,12/31/2010,Male,81,1/9/2010,1,Saloon,Black,TOYOTA,Victoria Island,Lagos,Customized Motor,0,
ID_9YG250E,5/24/2010,5/23/2011,Female,81,5/24/2010,2,JEEP,Black,TOYOTA,Ikoyi,Lagos,Car Classic,0,
ID_9YL7Q56,12/13/2010,12/12/2011,Female,63,12/13/2010,1,Saloon,Silver,TOYOTA,AWOYAYA,Benue,Car Classic,0,
ID_9ZMADUL,7/31/2010,7/30/2011,Male,50,7/31/2010,2,JEEP,Black,Hyundai,Victoria Island,Lagos,Car Plus,0,
ID_9ZMEOJK,2/18/2010,2/17/2011,Male,32,2/18/2010,2,Saloon,As Attached,Mercedes,Central,Benue,Car Classic,0,
ID_9ZVJVT3,9/13/2009,9/12/2011,Male,62,9/13/2009,2,JEEP,Black,TOYOTA,Surulere,Lagos,Car Classic,0,
ID_A0BTYFJ,8/2/2010,8/1/2011,Female,7,8/2/2010,1,Saloon,Black,Honda,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0,
ID_A0N5FFD,3/15/2010,3/13/2011,Male,33,3/15/2010,1,Saloon,Silver,Volkswagen,Lagos Mainland,Lagos,Car Classic,0,
ID_A0YEBWA,1/22/2010,1/21/2011,Male,44,1/22/2010,3,JEEP,Grey,TOYOTA,Asaba,Delta,Car Classic,0,
ID_A1QED47,4/17/2010,4/16/2011,Male,20,4/17/2010,5,JEEP,Black,Land Rover,Victoria Island,Lagos,Car Classic,0,
ID_A1RPX36,4/30/2010,4/29/2011,Male,49,4/30/2010,1,JEEP,Black,TOYOTA,Lagos Mainland,Lagos,Car Classic,0,
ID_A1WIKT1,1/16/2010,1/15/2011,Female,46,1/16/2010,1,JEEP,Black,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Classic,0,
ID_A1YTAYX,8/22/2010,7/6/2011,Female,39,8/22/2010,2,Saloon,Grey,TOYOTA,Ikeja,Lagos,Car Classic,0,
ID_A2JDJWB,7/4/2010,7/3/2011,Male,44,7/4/2010,1,JEEP,Black,BMW,Lekki,Lagos,Car Classic,0,
ID_A2RD1EM,5/16/2010,5/15/2011,Entity,120,5/16/2010,2,Pick Up,Grey,TOYOTA,Victoria Island,Lagos,CVTP,1,
ID_A3PZCAF,11/14/2010,11/13/2011,Female,75,11/14/2010,1,JEEP,Black,TOYOTA,Ilupeju,Lagos,Car Classic,1,
ID_A3YY5XJ,4/17/2010,4/16/2011,Male,41,4/17/2010,2,Saloon,Grey,Honda,Mushin,Lagos,Car Classic,0,
ID_A41X8SS,3/15/2010,3/14/2011,Male,43,3/15/2010,1,JEEP,Green,Honda,Egbeda,Benue,Car Classic,1,
ID_A4EO26O,10/23/2010,10/22/2011,Male,82,10/23/2010,2,Saloon,Black,TOYOTA,Shomolu,Benue,Car Classic,0,
ID_A4OXZC4,2/28/2010,2/27/2011,Male,53,2/28/2010,1,Saloon,Grey,TOYOTA,Ketu,Lagos,Car Classic,0,
ID_A5EGPW9,6/7/2010,6/5/2011,Male,64,6/7/2010,2,Saloon,Black,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Classic,0,
ID_A5V91GI,9/4/2010,9/3/2011,Male,50,9/4/2010,2,JEEP,Black,Mercedes,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0,
ID_A6DTA9D,9/18/2010,5/21/2011,Male,33,9/18/2010,1,JEEP,Silver,Lexus,Surulere,Lagos,Car Classic,1,
ID_A6HZL2E,2/28/2010,1/1/2011,Male,30,2/28/2010,1,Saloon,Red,TOYOTA,"Okpe, Delta State",Delta,Car Classic,1,
ID_A7H4T2F,4/14/2010,4/13/2011,Male,50,4/14/2010,2,Saloon,Black,TOYOTA,Ikeja,Lagos,Car Classic,0,
ID_A84GMJD,8/5/2010,8/4/2011,Male,35,8/5/2010,2,Saloon,Gold,TOYOTA,Oshodi-Isolo,Oshodi-Isolo,Car Classic,0,
ID_A85CV4A,5/22/2010,4/15/2011,Male,42,5/22/2010,1,Saloon,Black,TOYOTA,Ikeja,Lagos,Car Classic,0,
ID_A9QB2Y8,4/10/2010,4/9/2011,Female,34,4/10/2010,1,Saloon,Ash,TOYOTA,AKUTE,Benue,Car Classic,1,
ID_AAFZ038,4/16/2010,4/15/2011,Female,39,4/16/2010,1,Saloon,Black,Hyundai,Kosofe,Benue,Car Classic,0,
ID_AAG1SEB,7/5/2010,7/4/2011,Male,42,7/5/2010,2,JEEP,Black,Land Rover,Lagos Mainland,Lagos,Car Plus,0,
ID_ABBJIG2,4/4/2010,4/3/2011,Female,36,4/4/2010,1,JEEP,Green,Volkswagen,Surulere,Lagos,Car Classic,0,
ID_ABV5E0U,11/21/2010,11/20/2011,Male,32,11/21/2010,2,Saloon,Black,Honda,Central,Benue,Car Classic,0,
ID_ABWWQAJ,2/26/2010,2/25/2011,Entity,10,2/26/2010,3,JEEP,Black,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Plus,0,
ID_ACEX2F2,6/13/2010,6/12/2011,Male,39,6/13/2010,1,Saloon,Black,TOYOTA,Nnewi North,Nnewi-North,Car Classic,0,
ID_ACL3TCL,11/6/2010,7/30/2011,Female,31,11/6/2010,1,JEEP,White,Lexus,Ketu,Lagos,Car Classic,1,
ID_ADF2BSN,11/23/2010,5/31/2011,Male,37,11/23/2010,2,Saloon,Grey,TOYOTA,Lagos Mainland,Lagos,Car Classic,1,
ID_AEAMT0G,4/9/2010,4/7/2011,Male,47,4/9/2010,2,Truck,Blue,Mack,Lagos,Lagos,CVTP,0,
ID_AEJLFH7,12/5/2010,12/4/2011,Female,44,12/5/2010,1,JEEP,Red,Hyundai,Lagos Island,Lagos,Car Classic,0,
ID_AEPOK47,9/10/2010,9/9/2011,Male,34,9/10/2010,3,Saloon,White,TOYOTA,Ajah,Lagos,Car Classic,0,
ID_AGF1YH7,11/22/2010,2/20/2011,Entity,60,11/22/2010,2,Saloon,Silver,TOYOTA,Ikeja,Lagos,Car Classic,0,
ID_AGFK9B4,5/7/2010,5/6/2011,Female,35,5/7/2010,2,Mini Bus,Grey,TOYOTA,Victoria Island,Lagos,Car Classic,1,
ID_AH1GSCS,4/24/2010,4/23/2011,Male,42,4/24/2010,1,Saloon,Grey,Lexus,Surulere,Lagos,Car Classic,0,
ID_AHRVBPF,3/22/2010,3/20/2011,Male,69,3/22/2010,2,JEEP,Brown,Ford,Alimosho,Lagos,Car Classic,1,
ID_AIJQ0D9,6/6/2010,6/5/2011,Male,42,6/6/2010,1,Saloon,Grey,TOYOTA,Lekki,Lagos,Car Classic,1,
ID_AIYMCZW,3/8/2010,3/7/2011,Entity,6,3/8/2010,1,Truck,White,DAF,Victoria Island,Lagos,CVTP,0,
ID_AKNFGZE,2/8/2010,2/5/2011,Male,35,2/8/2010,1,JEEP,Black,Lexus,Surulere,Lagos,Car Classic,1,
ID_AKQ8B5U,5/23/2010,5/22/2011,Male,54,5/23/2010,2,Pick Up,Black,Ford,Lekki,Lagos,CVTP,0,
ID_AL71QE6,7/25/2010,1/22/2011,Male,20,7/25/2010,2,Saloon,Silver,TOYOTA,Lagos Island,Lagos,Customized Motor,0,
ID_ALB603Y,1/24/2010,12/31/2010,Male,35,1/24/2010,1,JEEP,Blue,TOYOTA,Ikeja,Lagos,Car Classic,1,
ID_ALU26IW,7/16/2010,7/15/2011,Male,49,7/16/2010,2,Pick Up,Brown,TOYOTA,Surulere,Lagos,CVTP,0,
ID_AN8O8WO,12/29/2010,12/28/2011,Male,32,12/29/2010,2,JEEP,Black,Lexus,Oredo,Benue,Car Classic,0,
ID_AO9WIBL,3/6/2010,3/4/2011,Male,12,3/6/2010,2,JEEP,Black,Lexus,Lekki,Lagos,Customized Motor,0,
ID_AP08LTB,3/18/2010,3/17/2011,Female,59,3/18/2010,2,Mini Bus,Black,TOYOTA,Lagos,Lagos,Car Classic,1,
ID_APAYVQY,7/15/2010,7/14/2011,Female,26,7/15/2010,1,JEEP,Gold,Ford,Ikeja,Lagos,Car Classic,0,
ID_APDIUFQ,5/21/2010,5/20/2011,Male,75,5/21/2010,2,JEEP,Black,Mercedes,Ikeja,Lagos,Car Classic,0,
ID_APSEY8O,2/26/2010,2/25/2011,Entity,10,2/26/2010,3,Bus,White,Hyundai,Abuja Municipal,Abuja-Municipal,CVTP,1,
ID_AQ34B0D,8/1/2010,1/29/2011,Male,20,8/1/2010,2,JEEP,As Attached,TOYOTA,Lagos Island,Lagos,Customized Motor,0,
ID_AQFUL8E,6/6/2010,6/5/2011,Male,36,6/6/2010,1,JEEP,Black,TOYOTA,Onitsha,Anambra,Car Classic,0,
ID_AR14HG1,1/16/2010,1/15/2011,Male,45,1/16/2010,1,JEEP,Black,TOYOTA,Ikeja,Lagos,Car Classic,1,
ID_ARLSV8F,5/10/2010,5/9/2011,Male,37,5/10/2010,1,Saloon,Grey,TOYOTA,Shomolu,Benue,Car Classic,0,
ID_ASVD0Y3,3/1/2010,2/28/2011,Female,44,3/1/2010,1,Saloon,Black,TOYOTA,Katagum,Benue,Car Classic,1,
ID_AU34KRM,11/4/2010,2/3/2011,Female,32,11/4/2010,1,Saloon,Gold,TOYOTA,OGUN,Ogun,Car Classic,0,
